Country,Reactor Unit,Type,Net Capacity (MWe),Status,Operator,Contstruction Date,Construction Year,First Criticality Date,First Grid Date,Commercial Date,Shutdown Date,UCF for 2013
United Kingdom,HINKLEY POINT A-2,GCR,235,Permanent Shutdown,ML,11/1/57,1957,10/1/64,3/19/65,5/5/65,5/23/00,
United Kingdom,WINDSCALE AGR,GCR,24,Permanent Shutdown,United KingdomAEA,11/1/58,1958,8/9/62,2/1/63,3/1/63,4/3/81,
United Kingdom,TRAWSFYNYDD-1,GCR,195,Permanent Shutdown,ML,7/1/59,1959,9/1/64,1/14/65,3/24/65,2/6/91,
United Kingdom,TRAWSFYNYDD-2,GCR,195,Permanent Shutdown,ML,7/1/59,1959,12/1/64,2/2/65,3/24/65,2/4/91,
United Kingdom,DUNGENESS A-1,GCR,225,Permanent Shutdown,ML,7/1/60,1960,6/1/65,9/21/65,10/28/65,12/31/06,
United Kingdom,DUNGENESS A-2,GCR,225,Permanent Shutdown,ML,7/1/60,1960,9/1/65,11/1/65,12/30/65,12/31/06,
United Kingdom,SIZEWELL A-1,GCR,210,Permanent Shutdown,ML,4/1/61,1961,6/1/65,1/21/66,3/25/66,12/31/06,
United Kingdom,SIZEWELL A-2,GCR,210,Permanent Shutdown,ML,4/1/61,1961,12/1/65,4/9/66,9/15/66,12/31/06,
United Kingdom,OLDBURY A-1,GCR,217,Permanent Shutdown,ML,5/1/62,1962,8/1/67,11/7/67,12/31/67,2/29/12,
United Kingdom,OLDBURY A-2,GCR,217,Permanent Shutdown,ML,5/1/62,1962,12/1/67,4/6/68,9/30/68,6/30/11,
United Kingdom,WINFRITH SGHWR,SGHWR,92,Permanent Shutdown,United KingdomAEA,5/1/63,1963,9/1/67,12/1/67,1/1/68,9/11/90,
United Kingdom,WYLFA-1,GCR,490,Operational,ML,9/1/63,1963,11/1/69,1/24/71,11/1/71,,85
United Kingdom,WYLFA-2,GCR,490,Permanent Shutdown,ML,9/1/63,1963,9/1/70,7/21/71,1/3/72,4/25/12,
United Kingdom,DUNGENESS B-1,GCR,520,Operational,EDF United Kingdom,10/1/65,1965,12/23/82,4/3/83,4/1/85,,69.5
United Kingdom,DUNGENESS B-2,GCR,520,Operational,EDF United Kingdom,10/1/65,1965,12/4/85,12/29/85,4/1/89,,44.9
United Kingdom,DOUNREAY PFR,FBR,234,Permanent Shutdown,United KingdomAEA,1/1/66,1966,3/1/74,1/10/75,7/1/76,3/31/94,
United Kingdom,HINKLEY POINT B-1,GCR,435,Operational,EDF United Kingdom,9/1/67,1967,9/24/76,10/30/76,10/2/78,,94.7
United Kingdom,HINKLEY POINT B-2,GCR,435,Operational,EDF United Kingdom,9/1/67,1967,2/1/76,2/5/76,9/27/76,,90.5
United Kingdom,HUNTERSTON B-1,GCR,460,Operational,EDF United Kingdom,11/1/67,1967,1/31/76,2/6/76,2/6/76,,96.3
United Kingdom,HUNTERSTON B-2,GCR,430,Operational,EDF United Kingdom,11/1/67,1967,3/27/77,3/31/77,3/31/77,,83.4
United Kingdom,HARTLEPOOL A-1,GCR,595,Operational,EDF United Kingdom,10/1/68,1968,6/24/83,8/1/83,4/1/89,,76.9
United Kingdom,HARTLEPOOL A-2,GCR,585,Operational,EDF United Kingdom,10/1/68,1968,9/9/84,10/31/84,4/1/89,,59.2
United Kingdom,HEYSHAM A-1,GCR,585,Operational,EDF United Kingdom,12/1/70,1970,4/6/83,7/9/83,4/1/89,,56.6
United Kingdom,HEYSHAM A-2,GCR,575,Operational,EDF United Kingdom,12/1/70,1970,6/3/84,10/11/84,4/1/89,,81.3
United Kingdom,HEYSHAM B-1,GCR,610,Operational,EDF United Kingdom,8/1/80,1980,6/23/88,7/12/88,4/1/89,,87.7
United Kingdom,HEYSHAM B-2,GCR,610,Operational,EDF United Kingdom,8/1/80,1980,11/1/88,11/11/88,4/1/89,,75.2
United Kingdom,TORNESS-1,GCR,595,Operational,EDF United Kingdom,8/1/80,1980,3/25/88,5/25/88,5/25/88,,93.8
United Kingdom,TORNESS-2,GCR,595,Operational,EDF United Kingdom,8/1/80,1980,12/23/88,2/3/89,2/3/89,,91.8
United Kingdom,SIZEWELL B,PWR,1191,Operational,EDF United Kingdom,7/18/88,1988,1/31/95,2/14/95,9/22/95,,83
